zip_code,base_year,city,county,current_home_value,home_value_1yr_growth_pct,home_value_3yr_growth_pct,median_household_income,median_gross_rent,population,population_growth_pct,unemployment_rate,bachelor_degree_pct,mortgage_rate,price_to_income_ratio,price_to_rent_ratio,housing_units,zori_rent,zori_rent_available,inventory_per_1k_housing_units,new_listings_per_1k_housing_units,price_cut_pct,list_to_value_ratio,listings_available,is_growth_outlier,is_value_outlier,future_5yr_home_value,future_5yr_growth_pct
92376,2016,Rialto,San Bernardino County,257488.4025295924,6.255981453992221,23.51039004312807,47479.0,1079.0,85857.0,2.504805453742276,14.136605483567118,9.591485300524907,3.6540384615384616,5.423206102268211,19.886345576891596,22314.0,,0,,,,,0,0,0,480346.350336954,86.55067397909278
92804,2016,Anaheim,Orange County,473440.95959780744,7.270142908709865,15.446346447348947,53733.0,1350.0,86220.0,0.9767409177148467,7.770556654422153,21.399444264010683,3.6540384615384616,8.810990631414725,29.224750592457248,25922.0,,0,,,,,0,0,0,756362.0418884376,59.758471791493136
91710,2016,Chino,San Bernardino County,418451.8380404416,3.231622524452593,11.874278352461332,72969.0,1415.0,87071.0,9.173092596075483,8.68846623270952,20.073834023787253,3.6540384615384616,5.734652222730771,24.64380671616264,22566.0,,0,,,,,0,0,0,664228.0688811952,58.734651995243546
93722,2016,Fresno,Fresno County,218536.19802094717,7.029206462150128,23.367660919917732,53571.0,1111.0,81832.0,7.065103621519775,11.346983318609364,18.421652067673065,3.6540384615384616,4.079374998057665,16.391854036974735,26106.0,,0,,,,,0,0,0,351571.0622559663,60.875436398993024
94112,2016,San Francisco,San Francisco County,953696.9737545484,1.0957422517310356,35.4240278181722,77388.0,1593.0,84001.0,5.112932490771449,8.401490083452998,29.286924281650528,3.6540384615384616,12.323576959664914,49.889986072114894,24272.0,,0,,,,,0,0,0,1284784.027142918,34.716169024311185
95823,2016,Sacramento,Sacramento County,249381.079404154,14.582116629589992,46.50816814781835,39294.0,954.0,76478.0,2.505059711294888,14.181141811418113,12.376194039705947,3.6540384615384616,6.346543477481397,21.783811967518695,24594.0,1257.1630175904013,1,,,,,0,0,0,412618.659085375,65.45708281929183
95035,2016,Milpitas,Santa Clara County,804521.2929642467,-1.1894516718081838,27.485935101652224,103545.0,1993.0,73652.0,10.859912398211847,7.242141641043885,45.2547568099011,3.6540384615384616,7.769774426232524,33.63945864543597,22146.0,2618.046622444116,1,,,,,0,0,0,1288402.1363886313,60.145187909388056
91744,2016,La Puente,Los Angeles County,383308.0357930502,6.974041401459208,17.48032001320785,60784.0,1243.0,86638.0,4.0809216612006205,9.220978196817914,9.804136519769056,3.6540384615384616,6.306067975010697,25.697776601840317,19229.0,,0,,,,,0,0,0,638701.7183374985,66.6288360002806
92509,2016,Jurupa Valley,Riverside County,325650.58619681565,2.5280820962739536,29.79936847344684,60600.0,1162.0,80480.0,3.4473893930435207,13.473124168687898,10.429318488529015,3.6540384615384616,5.373772049452404,23.35417284830864,20921.0,,0,,,,,0,0,0,538291.679295883,65.29731623776414
93257,2016,Porterville,Tulare County,179185.06368852934,12.831690225985582,28.407533705579336,39284.0,804.0,75715.0,0.3498959589667505,12.013907642452065,9.752237889416378,3.6540384615384616,4.5612733858194,18.57224955312286,23135.0,,0,,,,,0,0,0,281763.3309082398,57.24710816188252
93550,2016,Palmdale,Los Angeles County,215752.56432454076,10.10631900920318,31.787248340613637,36988.0,993.0,75624.0,4.470354202353977,12.995696789142668,8.973312853988674,3.6540384615384616,5.833042184615031,18.10612322293897,23349.0,,0,,,,,0,0,0,423083.11125225,96.09644621226244
92592,2016,Temecula,Riverside County,426063.251076342,2.465912657177305,15.542424511877794,93158.0,1805.0,80135.0,16.324812379334873,7.438211063162024,34.0437476191431,3.6540384615384616,4.573555154429486,19.67051020666399,25201.0,1919.5190277807749,1,,,,,0,0,0,685332.0367680149,60.85218216701283
95630,2016,Folsom,Sacramento County,508094.1066501609,6.32151072611451,18.456137443515107,102865.0,1465.0,74905.0,6.218094157685772,5.634907298493251,48.37452489822693,3.6540384615384616,4.9394264973524615,28.901826316846467,27139.0,1777.1064528191168,1,,,,,0,0,0,766545.8105793634,50.86689661353516
92880,2016,Eastvale,Riverside County,511030.28583262506,0.9525228491293669,11.322652872039928,97225.0,2031.0,66557.0,9.04726796100599,9.110460600991695,32.53177174183902,3.6540384615384616,5.2561613353831325,20.967925727581857,17646.0,2208.9956538464385,1,,,,,0,0,0,815052.2245565578,59.49196107400716
94544,2016,Hayward,Alameda County,562730.4645865707,8.571625196212418,42.59246497277409,62660.0,1406.0,78096.0,4.828252728224536,8.229817469067745,20.77792297640095,3.6540384615384616,8.980696849450538,33.35291990200159,23077.0,,0,,,,,0,0,0,862173.0035526141,53.212427229444415
90706,2016,Bellflower,Los Angeles County,426218.628489508,7.131006998156919,16.540306229731705,50704.0,1195.0,77687.0,1.8939443621053709,8.262939218006219,17.7441740031072,3.6540384615384616,8.40601586639137,29.722359029951743,24928.0,,0,,,,,0,0,0,708263.8517102562,66.1738376429718
93535,2016,Lancaster,Los Angeles County,194942.49989834536,9.278821623713407,25.44921396190627,42266.0,1117.0,73948.0,5.627928236772939,9.918771890602876,9.90025416007289,3.6540384615384616,4.612277005118662,14.543606378569484,23370.0,,0,,,,,0,1,0,407834.40722487634,109.20753937060698
92704,2016,Santa Ana,Orange County,437037.6684100887,6.268839568438644,15.427075964746905,60867.0,1491.0,89993.0,2.3694687748833987,6.481481481481481,13.942334197034015,3.6540384615384616,7.180207146895505,24.426429041476005,20241.0,,0,,,,,0,0,0,714564.7130286644,63.50185914825119
93274,2016,Tulare,Tulare County,198151.89002051196,12.9234641233279,24.858942007009578,46509.0,926.0,72264.0,5.445631237961823,8.683072721953122,11.661928021190251,3.6540384615384616,4.260506354050011,17.832243522364287,22853.0,,0,,,,,0,0,0,311158.47902171785,57.03028570129101
91335,2016,Los Angeles,Los Angeles County,405095.2636312267,7.672201566558634,15.72414974365195,51263.0,1249.0,80161.0,6.502185552765494,7.111370887216579,21.596007178106774,3.6540384615384616,7.902293342785766,27.02797328737835,24870.0,1590.3331089556416,1,,,,,0,0,0,719094.5553500825,77.51245692289825
94533,2016,Fairfield,Solano County,351543.90788450075,12.18909361782259,44.24141632424485,57316.0,1177.0,72349.0,7.522998498967115,11.965592135345222,18.063887384948565,3.6540384615384616,6.133434082708157,24.889826386611496,24292.0,1471.9832129096287,1,,,,,0,0,0,535811.6155252809,52.416697746137906
93536,2016,Lancaster,Los Angeles County,286464.06170687644,7.764221014431105,21.976180920306664,71268.0,1264.0,70969.0,2.6750578703703676,7.860381088727546,21.655333616659583,3.6540384615384616,4.0195327735712585,18.8860800175947,22942.0,,0,,,,,0,0,0,513337.3223594907,79.19780907273515
91709,2016,Chino Hills,San Bernardino County,530347.367985183,2.553909863364612,8.020594544578374,97222.0,1916.0,77266.0,3.3451481308098607,7.037460193985949,44.8178391959799,3.6540384615384616,5.455013967879523,23.06660438348917,25012.0,1994.0476992593708,1,,,,,0,0,0,805227.8615359267,51.830273919342496
91910,2016,Chula Vista,San Diego County,478012.6086925161,5.7239332868521675,24.808030656891056,55492.0,1225.0,76027.0,5.759038490964996,10.156548300878198,24.203407208770408,3.6540384615384616,8.614081465662007,32.517864536905854,28152.0,,0,,,,,0,0,0,690507.1051491085,44.453742975068764
94513,2016,Brentwood,Contra Costa County,541033.8220247718,6.194146419868685,28.40379408363154,93951.0,1967.0,59444.0,15.4409337191463,7.273430359277228,28.31505483549352,3.6540384615384616,5.75868082324586,22.92127698800084,19620.0,1936.4988232230885,1,,,,,0,0,0,821684.4522919072,51.87302879084803
93727,2016,Fresno,Fresno County,234527.47682571443,6.472702318773482,22.89779922704296,48388.0,848.0,79314.0,17.8093993226784,11.023757111409703,19.992248562754344,3.6540384615384616,4.846810713931438,23.047118398753383,24766.0,,0,,,,,0,0,0,377166.63740794297,60.81980777383653
91706,2016,Baldwin Park,Los Angeles County,367753.0313565727,5.987348703810058,17.523026943014443,53693.0,1278.0,77667.0,0.8505168025762178,8.819513239979651,11.802216608263386,3.6540384615384616,6.8491801791029125,23.979722962739483,19056.0,,0,,,,,0,0,0,621006.2554249255,68.86502692694296
90003,2016,Los Angeles,Los Angeles County,293639.43806616246,10.083666208841958,31.393581584664364,31878.0,1099.0,70208.0,6.081622168834899,14.016371443907676,5.2671496194785155,3.6540384615384616,9.211350714165333,22.265653477870977,17749.0,,0,,,,,0,0,0,562091.3097906861,91.42228083955004
92126,2016,San Diego,San Diego County,526947.2761353491,6.055796728717899,22.49594996650821,90006.0,1791.0,80685.0,5.6459743626674275,6.2525175670232285,44.31135524406151,3.6540384615384616,5.854579429541909,24.518298722098876,24459.0,1827.9624254610007,1,,,,,0,0,0,806377.9433591758,53.02820222796893
92553,2016,Moreno Valley,Riverside County,253956.98073148084,3.8318873645073914,33.998491649794474,45402.0,1179.0,74925.0,1.7546480518245922,13.826099837061175,10.129605978903552,3.6540384615384616,5.593519684848263,17.950026910622057,19861.0,,0,,,,,0,0,0,440381.16487864027,73.40778095967102
93306,2016,Bakersfield,Kern County,190380.8914906306,3.8048600058543602,19.795724168473395,52198.0,943.0,69660.0,5.97094394158364,9.901186423873888,18.098661378284582,3.6540384615384616,3.6472832577997356,16.82404484717485,23167.0,,0,,,,,0,0,0,290727.5479399175,52.70836566821377
93230,2016,Hanford,Kings County,209811.8907535924,8.6468496780989,23.076001995548356,51209.0,914.0,66109.0,0.6776924951267027,11.473140426106628,17.30603395175795,3.6540384615384616,4.097168285918342,19.129457581472682,22864.0,,0,,,,,0,0,0,323418.75938156224,54.14701150631744
95747,2016,Roseville,Placer County,440594.700159569,5.386931339807743,15.567724435318642,96394.0,1503.0,61869.0,24.851676958469547,6.731317741015403,41.541117001602764,3.6540384615384616,4.570768929181993,24.42862609001824,22128.0,1917.492898901745,1,,,,,0,0,0,662522.6747348137,50.37009625736981
94536,2016,Fremont,Alameda County,822321.7461617733,5.247640302254641,38.80119490312799,102450.0,1771.0,72597.0,8.976687632286051,5.190329624075974,49.22588406997613,3.6540384615384616,8.026566580397983,38.69385216270343,25355.0,2424.492557518308,1,,,,,0,0,0,1252636.8390960372,52.32928533664354
92563,2016,Murrieta,Riverside County,387859.3431573156,4.7023903194744365,17.638015050000266,82686.0,1655.0,60651.0,14.81060821170992,10.736780430643035,29.3525964290582,3.6540384615384616,4.69074986282219,19.529674882040062,17625.0,1644.6804008171252,1,,,,,0,0,0,629860.2920898726,62.39399751533161
90255,2016,Huntington Park,Los Angeles County,343184.4180066693,8.918601298634776,24.283838909111832,37108.0,966.0,75770.0,-0.4820258218737328,10.61300447184957,6.275710964049365,3.6540384615384616,9.24825962074672,29.60528105647596,19253.0,,0,,,,,0,0,0,583400.9053207138,69.99632696300802
92105,2016,San Diego,San Diego County,379852.552928482,10.701577592360279,35.65594468176767,37908.0,1031.0,72724.0,10.613573449335313,11.110464778081553,13.71204471267877,3.6540384615384616,10.020379680502321,30.702598846466376,22715.0,1288.2785172906608,1,,,,,0,0,0,573808.1396402394,51.06075639519923
92021,2016,El Cajon,San Diego County,453503.02491297474,7.3655126141624505,24.104508011909576,48569.0,1190.0,69552.0,9.708661293121136,10.804049002128027,17.415965000989296,3.6540384615384616,9.33729384819483,31.75791490987218,23551.0,,0,,,,,0,0,0,663701.2934035351,46.349915423584335
91730,2016,Rancho Cucamonga,San Bernardino County,361210.14686482865,4.009107292455938,13.442893735479068,63567.0,1511.0,68807.0,7.63707469691044,9.858435700303554,28.661396221358704,3.6540384615384616,5.682353215738177,19.921142006663835,24642.0,1796.4909591853582,1,,,,,0,0,0,586796.2952353096,62.452882436577674
94110,2016,San Francisco,San Francisco County,1361362.169408791,-3.504049327103209,37.74676658241813,97563.0,1533.0,73511.0,4.755322484110924,6.406673873579864,53.83482341657246,3.6540384615384616,13.95367269773163,74.00316206831872,29895.0,3229.7985350187105,1,,,,,0,1,1,1522969.2120547246,11.870980865886406
94509,2016,Antioch,Contra Costa County,346052.56871927367,11.626230264558046,40.74832820267251,55022.0,1234.0,64412.0,5.134985146737181,10.629412349607238,15.775343385190691,3.6540384615384616,6.289349146146517,23.36929826575322,22972.0,1369.186298950106,1,,,,,0,0,0,571317.8397188185,65.0956794897499
93065,2016,Simi Valley,Ventura County,562059.1086547896,5.1405866563417835,18.769497421378254,94921.0,1842.0,72211.0,0.7675025467130059,6.095113875790107,33.877493223287615,3.6540384615384616,5.921335728182274,25.42793651170782,24818.0,,0,,,,,0,0,0,772898.5837844759,37.51197549921419
95687,2016,Vacaville,Solano County,393021.8734910617,8.604339675907568,32.736162321296725,75472.0,1442.0,66476.0,1.5412345150992213,7.26277742120731,21.222048767617245,3.6540384615384616,5.207518993680592,22.71277586055604,22862.0,1579.89737289845,1,,,,,0,0,0,577310.5465957044,46.89018233709934
92882,2016,Corona,Riverside County,431197.3820741169,0.2582413239313741,14.777923879534027,68417.0,1340.0,71024.0,4.708830900781358,6.960989104047874,25.50911752961533,3.6540384615384616,6.302488885424922,26.815757591673936,22416.0,1832.263320874376,1,,,,,0,0,0,676779.6399713116,56.9535595777301
94558,2016,Napa,Napa County,645162.2546170881,7.611831903057786,29.89313129785527,77299.0,1540.0,68366.0,3.716851750713035,6.035620052770448,32.30493462673977,3.6540384615384616,8.346320840076691,34.91137741434459,26909.0,,0,,,,,0,0,0,861269.320201198,33.496545099708605
94538,2016,Fremont,Alameda County,777682.0783807967,5.9534432857669906,39.302160460009475,94193.0,1855.0,66493.0,9.976679181621218,5.404312668463612,44.911248818401425,3.6540384615384616,8.256261913101788,34.936301814051966,22356.0,2440.998565001527,1,,,,,0,0,0,1172160.0036329774,50.724831678456425
91766,2016,Pomona,Los Angeles County,360499.6149228469,4.376814125394279,17.525853582664475,50412.0,1214.0,72100.0,1.7757827277603777,10.171655975291042,16.1631419939577,3.6540384615384616,7.151067502238493,24.74599223797686,18693.0,,0,,,,,0,0,0,603534.9467401231,67.41625282159869
92805,2016,Anaheim,Orange County,456569.4661773446,6.96119878677961,15.860118589495542,56636.0,1316.0,73043.0,3.950645395420316,9.743037875009843,16.02830785927467,3.6540384615384616,8.061470905031157,28.9114403607741,19115.0,,0,,,,,0,0,0,705876.6403369928,54.604434292767664
90631,2016,La Habra,Orange County,503998.2873873639,7.176293126078259,15.270137107482796,69425.0,1358.0,68971.0,1.866867532160632,9.399368344559658,27.962178451325503,3.6540384615384616,7.259608028626055,30.927729957496556,22236.0,1617.6636246225949,1,,,,,0,0,0,784915.8649603989,55.73780399716455
90026,2016,Los Angeles,Los Angeles County,746224.993734342,6.306452840018073,13.222638678773935,51568.0,1162.0,67557.0,-3.5616399246274244,9.446889377875575,37.58596692320288,3.6540384615384616,14.470698761525405,53.515848661384254,26958.0,1938.7018603146923,1,,,,,0,0,0,1259652.270190247,68.80328061467831
94587,2016,Union City,Alameda County,745063.276764817,5.960770941643467,36.49195203574125,91629.0,1756.0,73500.0,6.78483219526369,6.7823220032969616,36.21394438367206,3.6540384615384616,8.131304246088215,35.35797630812533,21645.0,,0,,,,,0,0,0,1174845.6979421943,57.68401618766674
92801,2016,Anaheim,Orange County,446448.2409888112,7.0015304317243565,17.037714974576335,50423.0,1358.0,66657.0,8.385365853658545,8.989497418857177,17.948781824522943,3.6540384615384616,8.854059476604153,27.396185627688464,18822.0,,0,,,,,0,0,0,708184.9921067944,58.626449179926944
95624,2016,Elk Grove,Sacramento County,387215.78244213527,7.4983022088915385,24.458512742277595,84854.0,1395.0,64429.0,9.772886034109685,8.62871240748259,31.134180653924513,3.6540384615384616,4.563317963114706,23.13116979941071,20341.0,1562.32569204259,1,,,,,0,0,0,627386.5503916877,62.02504619899965
91402,2016,Los Angeles,Los Angeles County,337303.9764491097,9.23062064580067,23.387586101321567,39095.0,1128.0,71765.0,1.5408342294414012,11.180689655172413,16.889051361725464,3.6540384615384616,8.627803464614649,24.91902899298978,19642.0,,0,,,,,0,0,0,618477.8609655212,83.35919649581518
95123,2016,San Jose,Santa Clara County,675293.8331169648,-1.7101703426631643,22.093563571618468,97178.0,1973.0,66500.0,7.268445333419371,5.682283841005327,37.791159343568026,3.6540384615384616,6.949040246938245,28.522294015752863,22727.0,2432.0778312452862,1,,,,,0,0,0,1169618.9061503124,73.20147894016496
92114,2016,San Diego,San Diego County,402525.71254218294,8.997399757332625,32.839944750694805,58036.0,1269.0,69688.0,4.855479153187581,13.803239352129573,15.919860703973903,3.6540384615384616,6.9357935168203,26.43326192160382,18486.0,,0,,,,,0,0,0,606635.5751008826,50.70728557180302
94541,2016,Hayward,Alameda County,551237.9866306112,8.099065630467672,40.78126180632924,63801.0,1331.0,65178.0,10.148209487435157,7.9596545196403214,24.658473066203683,3.6540384615384616,8.63995841178996,34.51277151456369,22257.0,,0,,,,,0,0,0,828324.9791191738,50.26630950857178
90262,2016,Lynwood,Los Angeles County,343318.4811581248,6.774393946930957,21.80370070704276,43952.0,1057.0,71197.0,2.2313800381947857,10.238050373720244,5.998434978236416,3.6540384615384616,7.81121407804252,27.067051494648755,15802.0,,0,,,,,0,0,0,589650.9002457635,71.75041036435887
90037,2016,Los Angeles,Los Angeles County,339925.837262768,8.571069275418907,27.591674999666303,27129.0,1003.0,61451.0,1.3390722142515576,11.225367385857982,7.015142202603789,3.6540384615384616,12.529980362813522,28.242425827747425,18050.0,,0,,,,,0,0,0,654566.6347450089,92.56160108800987
92407,2016,San Bernardino,San Bernardino County,251867.47670460073,5.655436933377933,24.631425669627703,54057.0,1145.0,64225.0,13.123965195335895,13.664989621081519,14.08760165501498,3.6540384615384616,4.659294387490995,18.330966281266427,16853.0,,0,,,,,0,0,0,466255.39937298343,85.11933556225864
93906,2016,Salinas,Monterey County,413434.9912357814,8.275487875536069,37.98220741907805,58278.0,1307.0,63821.0,6.462375098003226,8.231461471470503,13.019938570461761,3.6540384615384616,7.094186335079814,26.36030293520667,17749.0,,0,,,,,0,0,0,631736.81600127,52.80197114254206
94080,2016,South San Francisco,San Mateo County,826348.1296037958,5.562656138820521,37.37831764142783,85204.0,1609.0,66876.0,5.691031212959308,6.5555643314114205,32.54273193628113,3.6540384615384616,9.698466381904556,42.7982250675262,22231.0,,0,,,,,0,0,0,1183741.0154120903,43.249675651792366
92703,2016,Santa Ana,Orange County,414677.9023896365,5.407747792733297,13.814129531925644,50692.0,1384.0,71245.0,4.87076071596797,9.153277300941463,7.145034587876656,3.6540384615384616,8.180342112949509,24.96856348685191,13630.0,,0,,,,,0,0,0,680611.1102405023,64.13006488129469
95020,2016,Gilroy,Santa Clara County,648601.9067250248,0.9075231986396259,22.869865857517535,86261.0,1509.0,61480.0,8.415038442547784,7.101739456889,25.62018256912109,3.6540384615384616,7.519063153974853,35.81852809393775,18685.0,,0,,,,,0,0,0,1013530.042319939,56.2638086337951
92404,2016,San Bernardino,San Bernardino County,207645.25503136817,9.734914568610087,28.29423776989719,39500.0,933.0,58738.0,-2.2222962062823592,13.126709206927986,11.157170576821308,3.6540384615384616,5.256841899528308,18.546378620165076,18569.0,,0,,,,,0,0,0,401822.8685675237,93.51411064356942
90022,2016,East Los Angeles,Los Angeles County,356146.36051637476,7.733662207799874,22.14195176629923,40650.0,1000.0,67191.0,-0.19458720774784277,13.680903350234857,6.194474275114713,3.6540384615384616,8.761288081583634,29.678863376364564,18247.0,,0,,,,,0,0,0,609823.4250286552,71.22831864531072
91761,2016,Ontario,San Bernardino County,358486.53999250865,3.955635771520649,14.970851493810077,65154.0,1348.0,59933.0,0.05008096422549624,7.79983135499773,17.047543277276343,3.6540384615384616,5.502141694945953,22.161630810615026,17365.0,,0,,,,,0,0,0,609005.357353833,69.88234965992295
91977,2016,Spring Valley,San Diego County,444371.29250787786,7.406869113427028,28.786626071905054,58937.0,1241.0,62065.0,6.272045477894594,11.122462430793567,20.577891354401235,3.6540384615384616,7.539767760623681,29.839597939019466,19729.0,,0,,,,,0,0,0,659487.0229114484,48.40900706918572
92677,2016,Laguna Niguel,Orange County,681347.6977040843,5.659094832349321,9.559213700925584,97059.0,1913.0,65645.0,4.438787685943835,6.388950033017831,54.266022845716954,3.6540384615384616,7.019933212830179,29.68059320892509,26837.0,2029.656522616571,1,,,,,0,0,0,1036415.38731279,52.112554398461455
92630,2016,Lake Forest,Orange County,598484.3997578105,7.201628704109475,10.860354896676029,82899.0,1748.0,61081.0,5.029575624183225,5.342414575969193,41.20976796407186,3.6540384615384616,7.219440521089646,28.531864977012326,21753.0,2083.282914561431,1,,,,,0,0,0,904668.99261866,51.159995646461894
95758,2016,Elk Grove,Sacramento County,350384.22311547096,8.876255166653557,26.088157622727604,74164.0,1439.0,63778.0,7.1971224956299595,9.236162819558203,36.209850623808485,3.6540384615384616,4.724451527903983,20.29095570508866,21720.0,1527.5148953730588,1,,,,,0,0,0,572510.6842627265,63.39510928094858
92346,2016,Highland,San Bernardino County,280910.48247822677,4.184874574668229,18.872009125112797,60265.0,968.0,60320.0,6.294494960174801,10.53909480632801,19.942871981303558,3.6540384615384616,4.661254168725243,24.18306495163798,18117.0,,0,,,,,0,0,0,484364.9186210673,72.42678676421774
